_id,userId,deviceId,state,timestamp
660cf8bc7e77cece8a7b451d,660c478d25a1c66a6201a94b,660cf4157f77852c8d4de930,False,2024-03-15T18:13:15.000Z
660cf8bc7e77cece8a7b451e,660c478d25a1c66a6201a94b,660cf4157f77852c8d4de931,False,2024-03-27T09:50:47.000Z
660cf8bc7e77cece8a7b451f,660c478d25a1c66a6201a94b,660cf4157f77852c8d4de932,True,2024-03-16T03:09:20.000Z
660cf8bc7e77cece8a7b4520,660c478d25a1c66a6201a94b,660cf4157f77852c8d4de937,False,2024-03-06T01:21:28.000Z
660cf8bc7e77cece8a7b4521,660c478d25a1c66a6201a94b,660cf4157f77852c8d4de939,False,2024-03-30T17:45:57.000Z
660cf8bc7e77cece8a7b4522,660c478d25a1c66a6201a94b,660cf4157f77852c8d4de930,False,2024-03-25T08:38:03.000Z
660cf8bc7e77cece8a7b4523,660c478d25a1c66a6201a94b,660cf4157f77852c8d4de931,False,2024-03-17T12:31:35.000Z
660cf8bc7e77cece8a7b4524,660c478d25a1c66a6201a94b,660cf4157f77852c8d4de932,False,2024-03-27T17:09:52.000Z
660cf8bc7e77cece8a7b4525,660c478d25a1c66a6201a94b,660cf4157f77852c8d4de937,True,2024-03-13T01:21:05.000Z
660cf8bc7e77cece8a7b4526,660c478d25a1c66a6201a94b,660cf4157f77852c8d4de939,False,2024-03-21T08:48:49.000Z
660cf8bc7e77cece8a7b4527,660c478d25a1c66a6201a94b,660cf4157f77852c8d4de930,False,2024-03-13T13:53:24.000Z
660cf8bc7e77cece8a7b4528,660c478d25a1c66a6201a94b,660cf4157f77852c8d4de931,False,2024-03-28T10:48:16.000Z
660cf8bc7e77cece8a7b4529,660c478d25a1c66a6201a94b,660cf4157f77852c8d4de932,False,2024-03-18T10:22:28.000Z
660cf8bc7e77cece8a7b452a,660c478d25a1c66a6201a94b,660cf4157f77852c8d4de937,True,2024-03-30T07:40:45.000Z
660cf8bc7e77cece8a7b452b,660c478d25a1c66a6201a94b,660cf4157f77852c8d4de939,False,2024-03-15T20:21:06.000Z
660cf8bc7e77cece8a7b452c,660c478d25a1c66a6201a94b,660cf4157f77852c8d4de930,False,2024-03-18T14:58:52.000Z
660cf8bc7e77cece8a7b452d,660c478d25a1c66a6201a94b,660cf4157f77852c8d4de931,False,2024-03-08T10:43:38.000Z
660cf8bc7e77cece8a7b452e,660c478d25a1c66a6201a94b,660cf4157f77852c8d4de932,True,2024-03-11T06:14:18.000Z
660cf8bc7e77cece8a7b452f,660c478d25a1c66a6201a94b,660cf4157f77852c8d4de937,True,2024-03-29T22:43:17.000Z
660cf8bc7e77cece8a7b4530,660c478d25a1c66a6201a94b,660cf4157f77852c8d4de939,False,2024-03-10T18:59:46.000Z
660cf8bc7e77cece8a7b4531,660c478d25a1c66a6201a94b,660cf4157f77852c8d4de930,False,2024-03-17T20:58:30.000Z
660cf8bc7e77cece8a7b4532,660c478d25a1c66a6201a94b,660cf4157f77852c8d4de931,True,2024-03-18T23:50:40.000Z
660cf8bc7e77cece8a7b4533,660c478d25a1c66a6201a94b,660cf4157f77852c8d4de932,True,2024-03-25T07:21:01.000Z
660cf8bc7e77cece8a7b4534,660c478d25a1c66a6201a94b,660cf4157f77852c8d4de937,True,2024-03-27T03:57:20.000Z
660cf8bc7e77cece8a7b4535,660c478d25a1c66a6201a94b,660cf4157f77852c8d4de939,True,2024-03-24T01:30:22.000Z
660cf8bc7e77cece8a7b4536,660c478d25a1c66a6201a94b,660cf4157f77852c8d4de930,True,2024-03-09T00:23:01.000Z
660cf8bc7e77cece8a7b4537,660c478d25a1c66a6201a94b,660cf4157f77852c8d4de931,False,2024-03-16T09:38:31.000Z
